330, 16
331, 16
332, 23
333, 16
334, 23
335, 21
337, 21
338, 19
339, 21
340, 18
341, 16
342, 18
343, 23
344, 19
345, 23
346, 16
347, 16
348, 18
349, 21
350, 19
351, 23
352, 21
354, 18
355, 19
356, 21
357, 23
358, 16
359, 18
360, 21
361, 18
362, 18
363, 21
364, 23
365, 23
366, 19
367, 23
368, 18
370, 18
371, 21
372, 16
373, 19
374, 19
375, 21
376, 23
377, 16
378, 21
379, 18
380, 21
381, 18
382, 16
383, 19
384, 18
386, 18
387, 23
388, 18
389, 23
390, 23
391, 19
392, 21
393, 19
394, 23
395, 23
396, 23
397, 16
398, 19
399, 23
400, 23
402, 23
403, 18
404, 21
405, 16
406, 18
407, 21
408, 21
409, 18
410, 16
411, 19
412, 19
413, 23
414, 21
415, 19
416, 19
418, 21
419, 19
420, 23
421, 19
422, 19
423, 19
424, 23
425, 21
426, 18
427, 23
428, 18
429, 18
430, 18
431, 16
432, 23
434, 23
435, 18
436, 18
437, 23
438, 21
439, 19
440, 21
441, 21
442, 18
443, 18
444, 16
445, 21
446, 21
447, 23
448, 21
450, 16
451, 16
452, 19
453, 19
454, 19
455, 21
456, 18
457, 19
458, 23
459, 18
460, 16
461, 21
462, 23
463, 21
464, 23
466, 23
467, 16
468, 21
469, 18
470, 19
471, 19
472, 23
473, 19
474, 21
475, 23
476, 18
477, 23
478, 19
479, 19
480, 18
482, 21
483, 18
484, 23
485, 18
486, 19
487, 19
488, 21
489, 19
490, 19
491, 21
492, 16
493, 19
494, 18
495, 23
496, 21
498, 21
499, 16
500, 16
501, 21
502, 21
503, 23
504, 21
505, 19
506, 19
507, 19
508, 23
509, 19
510, 23
511, 19
512, 19
514, 19
515, 21
516, 18
517, 19
518, 23
519, 23
520, 23
521, 21
522, 23
523, 21
524, 19
525, 21
526, 21
527, 21
528, 16
530, 16
531, 19
532, 21
533, 23
534, 16
535, 16
536, 19
537, 21
538, 21
539, 21
540, 23
541, 16
542, 23
543, 21
544, 16
546, 16
547, 18
548, 21
549, 16
550, 16
551, 18
552, 19
553, 18
554, 23
555, 23
557, 19
558, 18
559, 19
560, 23
561, 23
562, 23
563, 18
564, 21
566, 21
567, 23
568, 23
569, 18
570, 21
571, 18
572, 16
573, 21
574, 21
575, 23
576, 18
577, 16
578, 18
579, 23
580, 18
582, 21
583, 18
584, 19
585, 16
586, 18
587, 21
588, 23
589, 21
590, 23
591, 16
592, 21
593, 19
594, 19
595, 18
596, 19
597, 19
599, 19
600, 21
601, 18
602, 18
603, 18
604, 21
605, 21
606, 19
607, 19
608, 18
609, 19
610, 16
611, 21
612, 21
613, 18
615, 16
616, 23
617, 21
618, 23
619, 23
620, 21
621, 23
622, 19
623, 23
624, 23
625, 23
626, 23
627, 19
628, 18
630, 23
631, 21
632, 23
633, 18
634, 19
635, 23
636, 19
637, 16
638, 23
639, 19
640, 23
641, 21
642, 19
643, 19
644, 19
645, 19
647, 16
648, 16
649, 23
650, 16
651, 16
652, 18
653, 19
654, 21
655, 18
656, 23
657, 19
658, 16
659, 19
660, 16
661, 19
663, 21
664, 19
665, 18
666, 16
667, 21
668, 18
669, 18
670, 16
671, 23
672, 19
673, 21
674, 18
675, 21
676, 21
677, 19
679, 21
/
48, 18
49, 18
50, 21
52, 21
53, 16
54, 21
55, 18
56, 19
57, 21
58, 23
59, 23
60, 19
61, 18
62, 19
63, 16
64, 21
65, 23
66, 21
68, 23
69, 18
70, 16
71, 23
72, 18
73, 23
74, 21
75, 23
76, 18
77, 18
78, 19
79, 19
80, 16
81, 21
82, 16
84, 19
85, 19
86, 16
87, 19
88, 23
89, 23
90, 19
91, 23
92, 21
93, 21
94, 16
95, 19
96, 23
97, 21
98, 21
100, 18
101, 21
102, 16
103, 23
104, 23
105, 21
106, 23
107, 19
108, 18
109, 23
110, 16
111, 18
112, 18
113, 18
114, 19
116, 18
117, 16
118, 19
119, 16
120, 23
121, 19
122, 18
123, 18
124, 16
125, 21
126, 18
127, 16
128, 18
129, 16
130, 21
132, 21
133, 16
134, 21
135, 19
136, 18
137, 21
138, 16
139, 16
140, 23
141, 19
142, 23
143, 16
144, 18
145, 19
146, 16
148, 16
149, 23
150, 18
151, 21
152, 18
153, 18
154, 21
155, 21
156, 23
157, 21
158, 23
159, 18
160, 16
161, 23
162, 19
164, 23
165, 19
166, 21
167, 16
168, 16
169, 18
170, 19
171, 19
172, 16
173, 18
174, 19
175, 19
176, 18
177, 19
178, 16
180, 21
181, 16
182, 21
183, 23
184, 18
185, 18
186, 19
187, 19
188, 16
189, 18
190, 23
191, 16
192, 21
193, 23
194, 16
196, 18
197, 23
198, 16
199, 16
200, 19
201, 18
202, 21
203, 21
204, 23
205, 16
206, 21
207, 19
208, 18
209, 21
210, 21
211, 18
213, 16
214, 23
215, 21
216, 21
217, 18
218, 19
219, 18
220, 18
221, 23
222, 21
223, 21
224, 19
225, 18
226, 18
227, 19
229, 16
230, 16
231, 19
232, 19
233, 18
234, 18
235, 19
236, 23
237, 23
238, 16
239, 19
240, 16
241, 16
242, 21
243, 18
245, 19
246, 19
247, 18
248, 23
249, 23
250, 23
251, 21
252, 19
253, 18
254, 23
255, 18
256, 16
257, 19
258, 16
259, 16
261, 16
262, 21
263, 21
264, 21
265, 21
266, 18
267, 16
268, 18
269, 23
270, 21
271, 21
272, 21
273, 19
274, 21
275, 18
277, 21
278, 21
279, 23
280, 19
281, 21
282, 19
283, 18
284, 23
285, 18
286, 21
287, 23
288, 16
289, 23
290, 18
291, 18
293, 19
294, 23
295, 19
296, 19
297, 23
298, 23
299, 19
300, 19
301, 23
302, 23
303, 21
304, 23
305, 16
306, 16
307, 23
309, 18
310, 23
311, 21
312, 16
313, 19
314, 16
315, 16
316, 16
317, 18
318, 21
319, 19
320, 21
321, 21
322, 21
323, 23
325, 23
326, 18
327, 18
328, 16
329, 18
330, 21
331, 21
332, 18
333, 23
334, 19
335, 18
336, 16
337, 18
338, 19
339, 23
341, 18
342, 18
343, 19
344, 23
345, 21
346, 21
347, 23
348, 18
349, 16
350, 19
351, 18
352, 23
353, 23
354, 18
355, 16
357, 19
358, 23
359, 16
360, 18
361, 18
362, 23
363, 23
364, 18
365, 16
366, 19
367, 19
368, 21
369, 23
370, 21
371, 19
373, 23
374, 21
375, 19
376, 16
377, 23
378, 18
379, 16
380, 16
381, 18
382, 21
383, 21
384, 18
385, 19
386, 21
387, 23
389, 19
390, 18
391, 16
392, 18
393, 23
394, 19
395, 21
396, 16
397, 21
398, 19
399, 23
400, 19
401, 21
402, 19
403, 19
405, 16
406, 19
407, 18
408, 16
409, 23
410, 23
411, 19
412, 21
413, 21
414, 21
415, 21
416, 21
417, 21
418, 18
419, 16
421, 19
422, 19
423, 18
424, 19
425, 19
426, 23
427, 23
428, 23
429, 18
430, 21
431, 18
432, 21
433, 16
434, 18
435, 18
437, 23
438, 21
439, 16
440, 21
441, 18
442, 18
443, 23
444, 19
445, 21
446, 18
447, 21
448, 18
449, 23
450, 23
451, 18
453, 16
454, 19
455, 23
456, 19
457, 16
458, 23
459, 19
460, 23
461, 23
462, 16
463, 23
464, 19
465, 23
466, 19
467, 23
469, 18
470, 16
471, 21
472, 21
473, 16
474, 16
475, 19
476, 19
477, 21
478, 19
479, 16
480, 16
481, 19
482, 18
483, 16
485, 21
486, 21
487, 23
488, 23
489, 16
490, 19
491, 18
492, 21
493, 21
494, 23
495, 23
496, 18
497, 19
498, 23
499, 16
501, 18
502, 16
503, 21
504, 21
505, 19
506, 23
507, 16
508, 18
509, 18
510, 18
511, 18
512, 19
513, 18
514, 23
515, 16
517, 19
518, 19
519, 19
520, 23
521, 23
523, 18
524, 16
525, 19
526, 21
527, 18
528, 18
529, 19
530, 18
531, 16
532, 21
534, 18
535, 21
536, 19
537, 23
538, 19
539, 18
540, 16
541, 19
542, 21
543, 19
544, 23
545, 18
546, 21
547, 21
548, 23
550, 19
551, 18
552, 16
553, 18
554, 21
555, 18
556, 16
557, 23
558, 19
559, 23
560, 18
561, 16
562, 16
563, 21
564, 21
566, 21
567, 16
568, 18
569, 19
570, 18
571, 16
572, 16
573, 16
574, 18
575, 18
576, 18
577, 19
578, 19
579, 18
580, 23
582, 21
583, 16
584, 23
585, 21
586, 18
587, 19
588, 23
589, 21
590, 21
591, 19
592, 23
593, 18
594, 19
595, 16
596, 23
598, 16
599, 19
600, 21
601, 23
602, 21
603, 21
604, 18
605, 23
606, 19
607, 23
608, 16
609, 16
615, 21
622, 18
629, 23
635, 21
642, 21
649, 16
656, 21
664, 23
670, 18
677, 23
/
