46, 19
47, 23
49, 16
50, 21
51, 21
52, 18
53, 21
54, 19
55, 16
56, 19
57, 16
58, 21
59, 23
60, 21
61, 18
62, 19
63, 21
65, 16
66, 16
67, 19
68, 18
69, 16
70, 16
71, 16
72, 16
73, 18
74, 19
75, 23
76, 21
77, 21
78, 23
79, 23
81, 23
82, 16
83, 19
84, 21
85, 19
86, 19
87, 16
88, 23
89, 23
90, 23
91, 18
92, 16
93, 18
94, 16
95, 19
97, 16
98, 18
99, 23
100, 18
101, 16
102, 18
103, 18
104, 23
105, 21
106, 21
107, 18
108, 18
109, 16
110, 16
111, 21
113, 21
114, 18
115, 21
116, 23
117, 23
118, 19
119, 21
120, 21
121, 23
122, 16
123, 23
124, 16
125, 18
126, 23
127, 21
129, 19
130, 21
131, 16
132, 21
133, 23
134, 18
135, 19
136, 19
137, 21
138, 23
139, 19
140, 16
141, 23
142, 16
143, 23
145, 18
146, 16
147, 21
148, 18
149, 16
150, 18
151, 19
152, 16
153, 19
154, 21
155, 21
156, 16
157, 23
158, 21
159, 23
161, 16
162, 18
163, 18
164, 23
165, 18
166, 18
167, 18
168, 21
169, 23
170, 21
171, 21
172, 18
173, 18
174, 19
175, 18
177, 16
178, 18
179, 16
180, 16
181, 23
182, 21
183, 23
184, 21
185, 16
186, 16
187, 18
188, 23
189, 21
190, 23
191, 19
193, 23
194, 16
195, 19
196, 16
197, 23
198, 21
199, 23
200, 19
201, 19
202, 16
203, 16
204, 19
205, 21
206, 23
207, 18
209, 23
210, 18
211, 16
212, 18
213, 19
214, 18
215, 19
216, 16
217, 16
218, 18
219, 23
220, 16
221, 19
222, 18
223, 18
225, 18
226, 21
227, 18
228, 18
229, 23
230, 19
231, 23
232, 19
233, 19
234, 16
235, 21
236, 21
237, 23
238, 18
239, 23
241, 16
242, 21
243, 16
244, 21
245, 16
246, 21
247, 23
248, 23
249, 18
250, 16
251, 18
252, 18
253, 18
254, 23
255, 18
257, 23
258, 16
259, 23
260, 18
261, 18
262, 16
263, 16
264, 18
265, 18
266, 19
267, 16
268, 18
269, 18
270, 19
271, 21
273, 18
274, 18
275, 23
276, 19
277, 18
278, 21
279, 21
280, 18
281, 16
282, 19
283, 21
284, 19
285, 21
286, 23
287, 18
289, 21
290, 21
291, 19
292, 19
293, 21
294, 23
295, 16
296, 23
297, 16
298, 19
299, 16
300, 16
301, 19
302, 16
303, 19
305, 19
306, 16
307, 19
308, 21
309, 18
310, 18
311, 21
312, 18
313, 23
314, 19
315, 19
316, 23
317, 18
318, 18
319, 16
321, 18
322, 23
323, 21
324, 18
325, 19
326, 18
327, 19
328, 19
329, 21
