/
0
71, 85
84, 82
116, 74
162, 62
199, 57
222, 54
251, 49
279, 48
295, 48
308, 47
326, 47
349, 47
368, 47
383, 48
399, 49
413, 52
432, 54
445, 54
453, 54
464, 55
476, 56
494, 58
506, 59
517, 59
525, 61
536, 62
547, 64
556, 65
566, 66
574, 66
581, 67
587, 67
592, 67
595, 67
598, 67
602, 67
606, 67
610, 67
615, 66
621, 65
625, 65
629, 65
632, 65
636, 65
641, 66
644, 68
647, 69
651, 71
653, 72
656, 74
658, 76
662, 78
665, 80
669, 81
672, 81
675, 82
678, 82
/
0
62, 71
81, 71
123, 68
161, 66
186, 65
209, 65
232, 67
253, 62
272, 62
286, 62
302, 62
322, 59
337, 59
352, 60
373, 57
390, 56
409, 50
425, 48
444, 41
465, 37
492, 32
511, 27
524, 23
543, 22
557, 21
571, 18
582, 18
587, 16
594, 15
600, 15
605, 15
612, 14
618, 14
623, 16
628, 16
631, 17
633, 19
634, 20
637, 21
638, 22
639, 23
641, 24
642, 25
644, 26
646, 27
648, 28
649, 29
652, 29
654, 31
656, 32
658, 32
661, 33
663, 33
666, 34
669, 34
672, 35
676, 35
678, 35
